0.23002,5.072578,-0.276061,0.832444,-0.377866,0.480322,0
0.155491,-0.16939,0.670652,-0.859553,-0.377866,-0.945723,0
-0.784415,-0.443654,5.674705,-0.859553,-0.377866,-0.945723,0
0.546088,0.131415,-0.456387,-0.859553,-0.377866,-0.945723,0
-0.102987,-0.394994,-0.140816,0.979703,-0.377866,1.013566,0
-0.180395,-0.381723,0.264918,0.77295,1.468981,0.852069,0
-0.068603,-0.346334,-0.185897,0.899111,1.743381,1.06232,0
-0.082492,-0.448077,0.89606,-0.859553,-0.377866,-0.945723,0
-0.1516,-0.368452,0.625571,1.197426,-0.377866,1.010519,0
-0.784415,-0.470195,-0.591631,-0.859553,-0.377866,-0.945723,0
-0.081137,-0.324216,1.031305,1.171687,-0.377866,1.397501,0
-0.784415,-0.470195,-0.591631,-0.859553,-0.377866,-0.945723,0
0.775094,-0.443654,-0.501468,-0.859553,-0.377866,-0.945723,0
0.537619,1.58678,-0.276061,2.375494,-0.377866,0.80941,0
1.304077,1.060371,-0.366224,1.865364,-0.377866,0.943482,0
0.386021,1.776995,-0.411305,0.769574,-0.377866,0.897776,0
-0.784415,-0.470195,-0.591631,-0.859553,-0.377866,-0.945723,0
-0.101124,-0.27998,-0.276061,-0.859553,-0.377866,-0.945723,0
7.469616,-0.448077,-0.591631,-0.859553,-0.377866,-0.945723,0
-0.784415,-0.470195,-0.591631,-0.859553,-0.377866,-0.945723,0
0.815068,2.728069,-0.050653,0.629911,0.791016,0.654007,0
0.764084,0.569351,-0.501468,1.378018,-0.377866,0.873399,0
-0.442261,-0.443654,1.437039,-0.194146,0.127044,1.278664,0
-0.784415,-0.470195,-0.591631,-0.859553,-0.377866,-0.945723,0
-0.784415,-0.470195,-0.591631,-0.859553,-0.377866,-0.945723,0
-0.784415,-0.470195,-0.591631,-0.859553,-0.377866,-0.945723,0
-0.784415,-0.470195,-0.591631,-0.859553,-0.377866,-0.945723,0
0.601646,0.600316,0.31,0.885609,0.728063,1.056225,0
0.145159,-0.173814,-0.185897,0.5451,-0.377866,1.165921,0
-0.295406,-0.412689,0.03951,-0.859553,-0.377866,-0.945723,0
0.222397,-0.209203,-0.095734,0.046784,-0.377866,1.263429,0
0.604864,0.578198,0.084592,-0.859553,-0.377866,-0.945723,0
-0.140252,-0.085342,0.850978,0.425268,0.740509,1.168968,0
-0.182767,0.05179,0.355081,1.154388,0.626752,1.306088,0
-0.784415,-0.470195,-0.591631,-0.859553,-0.377866,-0.945723,0
0.007112,-0.271133,0.580489,1.068733,-0.377866,1.242099,0
-0.322677,-0.372876,1.932936,-0.859553,-0.377866,-0.945723,0
-0.784415,-0.470195,-0.591631,-0.859553,-0.377866,-0.945723,0
0.252717,0.184498,0.264918,0.602063,-0.377866,1.205534,0
-0.784415,-0.470195,-0.591631,-0.859553,-0.377866,-0.945723,0
-0.784415,-0.470195,-0.591631,-0.859553,-0.377866,-0.945723,0
-0.18446,-0.372876,0.355081,1.23962,-0.377866,1.086696,0
-0.784415,-0.470195,-0.591631,-0.859553,-0.377866,-0.945723,0
1.633018,4.678878,-0.456387,1.460297,1.244859,0.300543,0
-0.784415,-0.470195,-0.591631,-0.859553,-0.377866,-0.945723,0
1.559168,5.05046,-0.501468,0.948057,-0.377866,0.309684,0
0.286594,0.05179,0.445244,0.572526,1.054221,1.141544,0
-0.784415,-0.470195,-0.591631,-0.859553,-0.377866,-0.945723,0
-0.784415,-0.470195,-0.591631,-0.859553,-0.377866,-0.945723,0
-0.065554,-0.32864,-0.321142,0.501218,-0.377866,1.629081,0
0.095191,-0.297675,0.490326,0.505437,0.103272,1.266476,0
0.296926,-0.315369,-0.005571,0.746367,0.618422,1.147639,0
-0.493754,-0.386147,1.166549,-0.024103,1.136535,1.022707,0
0.137198,-0.368452,-0.095734,-0.859553,-0.377866,-0.945723,0
0.842508,0.525115,-0.185897,0.928225,-0.377866,0.961765,0
1.190929,4.953141,-0.321142,1.510509,0.57957,0.678384,0
-0.155157,-0.355182,0.264918,-0.859553,-0.377866,-0.945723,0
0.144651,-0.364029,-0.095734,0.798689,0.647692,1.476726,0
-0.784415,-0.470195,-0.591631,-0.859553,-0.377866,-0.945723,0
0.212743,0.467608,2.879649,0.778857,-0.012954,0.270072,0
0.245603,0.485303,0.129673,-0.859553,-0.377866,-0.945723,0
-0.784415,-0.470195,-0.591631,-0.859553,-0.377866,-0.945723,0
-0.784415,-0.470195,-0.591631,-0.859553,-0.377866,-0.945723,0
0.62231,0.144685,0.31,0.253115,-0.377866,1.129356,0
0.170397,-0.240168,-0.276061,0.889829,-0.377866,1.418831,0
0.308275,-0.452501,-0.456387,-0.859553,-0.377866,-0.945723,0
